Sample_ID,Variety,Soil_pH,N (Nitrogen),P (Phosphorus),K (Potassium),Organic_Matter (kg compost),Temperature (°C),Rainfall (mm),Elevation (m),Soil_Type,Beneficial_Microbes (CFU/g),Harmful_Microbes (CFU/g),Microbial_Activity,Soil_Organic_Carbon,Microbial_Biomass_C (g/kg),Soil_Enzyme_Activity,Disease (Yes/No),Disease_Name,Nutrient_Deficiency,Weather_Condition,Crop_Yield (kg/palm)
1650,Shreemangala,5.6,86,53,138,13.6,21,2349,532,Red loam,1.0 x 10^7,2.4 x 10^5,Moderate,1.7%,324,High,No,None,Potassium,Rainy,2.91
1651,SK Local,6.4,102,42,136,11.6,26,2237,872,Laterite,1.4 x 10^7,0.6 x 10^5,Low,1.5%,319,High,No,None,Nitrogen,Rainy,1.7
1652,Sumangala,5.5,111,60,140,13.2,24,1886,917,Red loam,1.6 x 10^7,0,High,1.9%,335,High,No,None,None,Rainy,4.43
1653,SK Local,6.6,122,52,142,12.9,29,1495,696,Alluvial,1.1 x 10^7,2.8 x 10^5,High,1.9%,282,Low,Yes,Spindle Bug,None,Humid,1.35
1654,SK Local,5.7,116,58,154,14.6,28,1888,521,Laterite,1.7 x 10^7,0,High,1.9%,314,High,No,None,None,Dry,3.95
1655,Sumangala,5.8,109,52,153,12.9,26,1851,796,Alluvial,1.6 x 10^7,0,High,1.9%,326,High,No,None,None,Rainy,5.03
1656,Shreemangala,5.2,109,48,160,13.9,28,1703,647,Red loam,1.3 x 10^7,2.2 x 10^5,Moderate,1.5%,297,Moderate,No,None,Nitrogen,Humid,2.23
1657,Shreemangala,6.4,118,55,157,14.6,28,1616,875,Red loam,1.9 x 10^7,0,High,2.0%,341,High,No,None,None,Dry,5.43
1658,Shreemangala,6.0,109,53,142,13.7,27,1738,565,Alluvial,1.8 x 10^7,0,High,1.8%,337,High,No,None,None,Dry,5.19
1659,SK Local,6.2,109,55,140,14.5,27,1877,760,Alluvial,1.6 x 10^7,0,High,1.9%,300,High,No,None,None,Rainy,3.5
1660,Shreemangala,6.3,120,41,136,10.9,28,2095,754,Red loam,1.4 x 10^7,0.1 x 10^5,Moderate,1.5%,256,Moderate,Yes,Koleroga (Mahali),Nitrogen,Humid,1.67
1661,Shreemangala,6.6,121,57,123,11.0,22,1330,892,Red loam,1.1 x 10^7,0.7 x 10^5,High,1.8%,286,High,Yes,Spindle Bug,Phosphorus,Rainy,2.12
1662,Shreemangala,5.6,102,55,146,13.1,28,1511,562,Red loam,1.9 x 10^7,0,High,1.9%,350,High,No,None,None,Dry,5.34
1663,Shreemangala,5.8,106,50,155,14.9,24,1879,555,Laterite,1.9 x 10^7,0,High,1.9%,309,High,No,None,None,Rainy,4.56
1664,Shreemangala,6.2,112,53,147,12.5,26,1889,814,Laterite,1.6 x 10^7,0,High,1.9%,341,High,No,None,None,Humid,4.88
1665,Shreemangala,6.7,111,53,143,13.8,20,1516,512,Laterite,1.3 x 10^7,2.6 x 10^5,Low,1.9%,265,Low,No,None,None,Rainy,2.96
1666,Shreemangala,5.6,105,57,127,12.9,22,1349,591,Alluvial,1.3 x 10^7,0.9 x 10^5,Moderate,1.9%,333,High,Yes,Koleroga (Mahali),None,Dry,1.82
1667,Sumangala,6.2,111,55,150,12.3,24,1631,536,Laterite,1.5 x 10^7,0,High,1.9%,308,High,No,None,None,Rainy,4.69
1668,Mangala,5.5,111,51,159,15.0,24,1833,844,Laterite,1.5 x 10^7,0,High,1.9%,320,High,No,None,None,Rainy,4.45
1669,Shreemangala,5.4,88,40,133,10.4,28,1752,954,Alluvial,1.2 x 10^7,1.8 x 10^5,High,1.7%,294,Moderate,No,None,Phosphorus,Dry,2.02
1670,Sumangala,6.2,120,52,141,14.5,24,1799,679,Red loam,1.5 x 10^7,0,High,1.9%,338,High,No,None,None,Humid,4.1
1671,Sumangala,5.8,108,43,150,13.8,30,1698,793,Laterite,1.1 x 10^7,0.5 x 10^5,High,1.3%,322,Low,No,None,None,Rainy,3.91
1672,Shreemangala,5.1,117,58,133,10.8,22,2279,772,Alluvial,1.5 x 10^7,0.8 x 10^5,High,1.9%,324,Moderate,No,None,Nitrogen,Rainy,2.49
1673,Sumangala,6.4,100,58,144,13.3,28,1742,920,Alluvial,2.0 x 10^7,0,High,1.9%,327,High,No,None,None,Dry,5.15
1674,Shreemangala,6.0,120,57,141,12.3,28,1922,751,Alluvial,1.6 x 10^7,0,High,2.0%,317,High,No,None,None,Humid,5.04
1675,Mangala,5.6,106,58,144,12.6,26,1750,677,Alluvial,2.0 x 10^7,0,High,1.9%,322,High,No,None,None,Rainy,4.12
1676,Mangala,6.4,120,60,157,13.4,24,1870,651,Laterite,1.6 x 10^7,0,High,1.8%,335,High,No,None,None,Humid,4.48
1677,Shreemangala,5.8,102,50,150,13.5,28,1864,864,Laterite,1.7 x 10^7,0,High,1.9%,350,High,No,None,None,Humid,5.36
1678,SK Local,6.0,106,53,142,14.7,24,1526,717,Alluvial,1.9 x 10^7,0,High,1.8%,302,High,No,None,None,Humid,3.02
1679,SK Local,5.9,124,50,123,15.0,24,1992,822,Alluvial,1.3 x 10^7,3.0 x 10^5,Low,1.4%,272,High,Yes,Koleroga (Mahali),Nitrogen,Rainy,1.29
1680,Shreemangala,6.0,97,44,124,11.8,22,2233,731,Red loam,1.2 x 10^7,1.3 x 10^5,Moderate,1.2%,350,Low,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.24
1681,Shreemangala,6.3,106,40,146,14.9,24,1907,525,Red loam,1.1 x 10^7,2.7 x 10^5,Moderate,1.9%,323,Moderate,Yes,Koleroga (Mahali),Potassium,Humid,1.38
1682,SK Local,6.1,103,60,143,12.1,24,1583,829,Red loam,1.8 x 10^7,0,High,1.9%,319,High,No,None,None,Rainy,3.62
1683,Mangala,6.4,102,47,148,13.8,24,1604,611,Alluvial,1.5 x 10^7,0.4 x 10^5,Moderate,2.0%,250,Low,No,None,Potassium,Humid,2.52
1684,Sumangala,5.1,89,49,152,14.8,27,1843,945,Laterite,1.4 x 10^7,2.0 x 10^5,Low,1.3%,348,High,Yes,Spindle Bug,None,Rainy,2.28
1685,Sumangala,6.2,120,54,148,13.5,27,1990,687,Red loam,1.7 x 10^7,0,High,1.9%,302,High,No,None,None,Dry,4.61
1686,SK Local,5.9,108,57,159,13.9,28,1977,541,Red loam,1.6 x 10^7,0,High,1.8%,327,High,No,None,None,Humid,3.96
1687,SK Local,6.5,99,54,127,11.6,21,1624,919,Laterite,1.2 x 10^7,3.0 x 10^5,High,2.0%,313,Low,Yes,Spindle Bug,Nitrogen,Dry,1.59
1688,SK Local,5.8,107,60,145,14.5,24,1713,553,Red loam,2.0 x 10^7,0,High,1.9%,303,High,No,None,None,Humid,3.84
1689,Mangala,6.8,105,50,140,10.2,29,1875,780,Alluvial,1.2 x 10^7,0.5 x 10^5,High,1.9%,256,High,Yes,Koleroga (Mahali),Nitrogen,Rainy,1.6
1690,Shreemangala,6.1,97,51,132,13.8,24,2342,519,Laterite,1.4 x 10^7,2.5 x 10^5,Low,1.4%,307,High,Yes,Koleroga (Mahali),Potassium,Rainy,1.51
1691,Mangala,6.5,116,54,141,14.9,24,1840,543,Alluvial,2.0 x 10^7,0,High,2.0%,340,High,No,None,None,Humid,5.08
1692,Mangala,5.3,124,40,146,11.6,23,1698,890,Red loam,1.0 x 10^7,3.0 x 10^5,Moderate,1.6%,290,High,Yes,Spindle Bug,Potassium,Dry,1.57
1693,Sumangala,5.6,117,53,154,12.5,27,1625,500,Alluvial,1.7 x 10^7,0,High,1.9%,327,High,No,None,None,Humid,4.68
1694,Sumangala,5.3,122,45,139,14.7,26,2224,859,Alluvial,1.2 x 10^7,0.6 x 10^5,Moderate,1.2%,261,High,No,None,Potassium,Rainy,2.71
1695,Shreemangala,6.8,89,60,135,14.9,21,2145,658,Laterite,1.0 x 10^7,1.2 x 10^5,Moderate,1.7%,288,Low,No,None,Phosphorus,Rainy,2.36
1696,Mangala,5.5,92,53,123,11.1,30,2469,644,Alluvial,1.5 x 10^7,2.5 x 10^5,Low,1.9%,264,Moderate,No,None,Potassium,Dry,2.05
1697,Sumangala,5.7,116,53,153,13.2,27,1500,571,Laterite,1.5 x 10^7,0,High,1.8%,336,High,No,None,None,Rainy,4.91
1698,Mangala,5.9,104,51,158,14.9,26,1881,943,Laterite,1.7 x 10^7,0,High,1.8%,314,High,No,None,None,Humid,4.74
1699,Sumangala,5.7,110,57,150,13.7,25,1666,921,Red loam,1.5 x 10^7,0,High,2.0%,312,High,No,None,None,Dry,4.81
1700,Mangala,5.8,120,40,121,12.4,22,2328,672,Alluvial,1.4 x 10^7,1.6 x 10^5,Moderate,1.6%,338,Low,Yes,Koleroga (Mahali),Potassium,Dry,1.32
1701,SK Local,6.7,129,56,141,12.1,24,2069,742,Alluvial,1.3 x 10^7,1.7 x 10^5,Moderate,1.9%,284,High,No,None,Phosphorus,Humid,1.54
1702,SK Local,6.3,106,60,148,13.0,28,1709,678,Alluvial,1.9 x 10^7,0,High,1.9%,317,High,No,None,None,Rainy,3.23
1703,Mangala,6.4,88,48,135,14.0,26,1884,880,Alluvial,1.2 x 10^7,0.5 x 10^5,Low,1.6%,266,Moderate,Yes,Spindle Bug,Potassium,Dry,1.95
1704,Shreemangala,6.7,98,51,145,10.4,22,1793,578,Alluvial,1.4 x 10^7,2.1 x 10^5,Moderate,1.7%,270,High,No,None,Nitrogen,Rainy,1.87
1705,Shreemangala,6.0,112,52,159,12.8,26,1712,770,Red loam,1.7 x 10^7,0,High,2.0%,331,High,No,None,None,Rainy,5.34
1706,Sumangala,5.8,83,58,128,13.5,30,1966,563,Alluvial,1.2 x 10^7,0.6 x 10^5,High,1.4%,298,Moderate,No,None,Potassium,Humid,3.24
1707,Shreemangala,5.8,110,41,147,13.5,21,1383,600,Alluvial,1.2 x 10^7,1.8 x 10^5,Low,1.4%,282,Low,Yes,Koleroga (Mahali),Nitrogen,Dry,1.22
1708,Mangala,5.8,105,54,150,12.2,27,1833,810,Laterite,1.6 x 10^7,0,High,1.8%,342,High,No,None,None,Humid,4.19
1709,SK Local,5.9,84,52,142,12.8,28,2394,931,Red loam,1.1 x 10^7,2.1 x 10^5,Moderate,1.9%,336,Low,Yes,Spindle Bug,Nitrogen,Humid,1.21
1710,Sumangala,5.2,125,49,151,11.8,20,2122,873,Laterite,1.4 x 10^7,2.0 x 10^5,Low,1.5%,314,High,No,None,Phosphorus,Rainy,2.38
1711,Shreemangala,5.8,102,56,148,14.0,25,1839,719,Alluvial,1.8 x 10^7,0,High,1.9%,327,High,No,None,None,Humid,4.64
1712,Mangala,6.3,115,60,160,14.3,27,1672,930,Alluvial,1.8 x 10^7,0,High,2.0%,342,High,No,None,None,Dry,4.42
1713,SK Local,6.0,108,59,155,12.4,24,1994,600,Alluvial,1.5 x 10^7,0,High,1.9%,349,High,No,None,None,Humid,2.79
1714,Mangala,6.3,111,52,154,12.1,28,1634,562,Laterite,1.6 x 10^7,0,High,1.9%,341,High,No,None,None,Humid,3.99
1715,Shreemangala,5.5,100,53,160,13.0,24,1998,930,Red loam,1.9 x 10^7,0,High,1.9%,321,High,No,None,None,Rainy,4.48
1716,Mangala,5.2,87,60,148,12.2,30,2382,648,Alluvial,1.5 x 10^7,2.4 x 10^5,High,2.0%,316,High,No,None,None,Humid,2.85
1717,SK Local,6.1,100,60,151,12.7,27,1728,848,Alluvial,1.7 x 10^7,0,High,1.8%,347,High,No,None,None,Humid,3.08
1718,SK Local,6.2,82,58,127,12.6,28,1728,533,Laterite,1.1 x 10^7,2.0 x 10^5,Moderate,1.8%,255,Low,Yes,Spindle Bug,None,Rainy,1.6
1719,SK Local,5.5,103,53,159,14.9,26,1607,691,Red loam,1.8 x 10^7,0,High,1.9%,307,High,No,None,None,Humid,4.06
1720,Shreemangala,5.2,99,55,125,12.8,20,1452,904,Red loam,1.3 x 10^7,0.5 x 10^5,Low,1.6%,251,Low,No,None,None,Humid,2.97
1721,Shreemangala,6.1,118,52,147,12.0,28,1858,896,Laterite,1.7 x 10^7,0,High,1.8%,315,High,No,None,None,Dry,5.31
1722,Sumangala,5.8,100,50,159,13.2,25,1662,810,Alluvial,1.8 x 10^7,0,High,2.0%,310,High,No,None,None,Dry,4.68
1723,SK Local,5.3,92,41,142,14.6,20,2144,680,Laterite,1.3 x 10^7,2.9 x 10^5,Low,1.4%,284,Moderate,Yes,Koleroga (Mahali),Potassium,Humid,0.71
1724,SK Local,5.2,90,53,152,14.1,26,1438,940,Laterite,1.2 x 10^7,0.4 x 10^5,Low,1.4%,285,Low,Yes,Spindle Bug,Nitrogen,Rainy,1.3
1725,Sumangala,5.1,102,50,151,12.6,22,1945,611,Laterite,1.3 x 10^7,2.8 x 10^5,Low,1.9%,340,High,No,None,None,Dry,2.51
1726,Sumangala,5.0,84,47,120,11.6,20,1933,625,Alluvial,1.3 x 10^7,1.0 x 10^5,High,1.6%,294,Low,Yes,Spindle Bug,None,Dry,2.06
1727,Sumangala,5.8,107,52,149,14.9,25,1975,590,Laterite,1.6 x 10^7,0,High,1.9%,332,High,No,None,None,Humid,4.87
1728,SK Local,6.3,107,59,156,13.0,28,1832,555,Red loam,1.7 x 10^7,0,High,1.9%,321,High,No,None,None,Humid,3.36
1729,Shreemangala,6.9,98,60,141,14.8,27,1794,531,Red loam,1.4 x 10^7,2.8 x 10^5,High,1.3%,314,High,Yes,Koleroga (Mahali),Potassium,Dry,1.72
1730,Mangala,5.5,110,55,142,12.5,28,1938,812,Alluvial,2.0 x 10^7,0,High,2.0%,305,High,No,None,None,Dry,3.8
1731,SK Local,6.9,90,46,138,13.2,28,2042,941,Alluvial,1.0 x 10^7,2.7 x 10^5,High,1.3%,319,Moderate,No,None,Phosphorus,Rainy,1.64
1732,Shreemangala,5.7,123,52,122,13.8,26,2277,727,Laterite,1.4 x 10^7,2.0 x 10^5,High,1.6%,322,Low,No,None,None,Rainy,3.02
1733,Mangala,6.5,118,57,155,12.6,28,1532,951,Laterite,1.9 x 10^7,0,High,1.8%,321,High,No,None,None,Humid,4.89
1734,Mangala,6.3,119,58,144,14.5,25,1730,671,Laterite,1.7 x 10^7,0,High,2.0%,305,High,No,None,None,Humid,4.24
1735,Mangala,5.9,118,57,141,14.8,25,1976,581,Red loam,1.5 x 10^7,0,High,1.9%,346,High,No,None,None,Rainy,4.3
1736,Mangala,5.5,95,40,156,14.5,25,1445,625,Laterite,1.2 x 10^7,0.2 x 10^5,Low,1.6%,305,High,Yes,Koleroga (Mahali),None,Dry,1.89
1737,SK Local,6.3,88,45,157,13.5,29,1312,727,Alluvial,1.3 x 10^7,0.4 x 10^5,High,1.9%,313,Low,Yes,Koleroga (Mahali),Nitrogen,Humid,1.08
1738,Sumangala,6.3,120,56,140,12.6,25,1739,625,Red loam,1.6 x 10^7,0,High,1.9%,346,High,No,None,None,Dry,5.25
1739,Sumangala,5.5,107,57,156,13.0,24,1594,784,Laterite,1.7 x 10^7,0,High,1.9%,337,High,No,None,None,Dry,4.63
1740,Sumangala,5.6,81,41,123,10.9,24,1820,602,Laterite,1.4 x 10^7,0.6 x 10^5,Moderate,1.9%,271,High,Yes,Koleroga (Mahali),Nitrogen,Rainy,1.48
1741,Shreemangala,6.3,120,60,145,14.5,27,1556,937,Laterite,1.6 x 10^7,0,High,1.9%,315,High,No,None,None,Rainy,4.66
1742,Shreemangala,5.7,101,51,155,12.0,27,1533,738,Red loam,1.7 x 10^7,0,High,1.8%,326,High,No,None,None,Rainy,4.22
1743,Shreemangala,6.2,118,42,148,14.4,20,1514,639,Red loam,1.3 x 10^7,2.1 x 10^5,Low,1.3%,322,Moderate,No,None,None,Dry,3.5
1744,Sumangala,6.1,100,52,127,12.3,30,1771,575,Laterite,1.2 x 10^7,0.8 x 10^5,High,1.9%,305,High,No,None,Potassium,Rainy,2.76
1745,Sumangala,5.6,85,52,132,14.4,27,1491,639,Red loam,1.5 x 10^7,1.6 x 10^5,High,1.5%,252,High,Yes,Spindle Bug,None,Rainy,2.49
1746,SK Local,7.0,89,51,139,12.9,25,1876,763,Alluvial,1.4 x 10^7,2.8 x 10^5,Low,1.4%,304,Low,Yes,Koleroga (Mahali),Potassium,Rainy,0.87
1747,Sumangala,5.6,116,52,154,14.2,29,2138,547,Laterite,1.1 x 10^7,2.9 x 10^5,Low,1.9%,315,High,Yes,Koleroga (Mahali),None,Humid,1.94
1748,Sumangala,6.0,95,57,139,12.1,26,2326,765,Laterite,1.4 x 10^7,0.5 x 10^5,High,1.7%,273,Moderate,Yes,Spindle Bug,None,Humid,2.83
1749,Shreemangala,5.8,124,52,146,13.5,29,2247,666,Alluvial,1.3 x 10^7,0.0 x 10^5,Moderate,1.2%,289,Moderate,Yes,Koleroga (Mahali),None,Rainy,2.1
1750,Shreemangala,5.7,100,57,159,12.7,27,1917,1000,Red loam,1.9 x 10^7,0,High,1.9%,328,High,No,None,None,Dry,4.82
1751,Mangala,5.4,87,45,159,11.3,25,1884,771,Alluvial,1.4 x 10^7,1.6 x 10^5,Low,1.7%,304,Low,No,None,Potassium,Dry,1.61
1752,SK Local,6.5,82,53,124,14.2,29,2390,775,Alluvial,1.1 x 10^7,1.8 x 10^5,Moderate,1.3%,287,High,Yes,Koleroga (Mahali),None,Dry,1.1
1753,SK Local,5.9,117,58,152,12.7,25,1681,759,Alluvial,1.7 x 10^7,0,High,2.0%,324,High,No,None,None,Humid,4.01
1754,Mangala,5.8,106,57,159,13.8,24,1635,879,Laterite,2.0 x 10^7,0,High,1.9%,327,High,No,None,None,Rainy,5.03
1755,Sumangala,5.3,122,59,124,11.4,22,1873,853,Red loam,1.3 x 10^7,0.7 x 10^5,Moderate,1.3%,303,Moderate,No,None,Nitrogen,Dry,2.54
1756,SK Local,6.3,100,57,157,13.1,27,1912,799,Red loam,2.0 x 10^7,0,High,1.8%,348,High,No,None,None,Rainy,3.31
1757,Mangala,5.9,107,59,153,14.7,25,1799,894,Alluvial,1.9 x 10^7,0,High,1.9%,311,High,No,None,None,Rainy,4.88
1758,Sumangala,5.7,103,51,145,13.0,26,1646,762,Red loam,1.6 x 10^7,0,High,1.9%,320,High,No,None,None,Humid,4.56
1759,Mangala,6.4,116,48,121,11.3,20,1835,780,Red loam,1.0 x 10^7,1.0 x 10^5,Low,1.9%,257,Moderate,No,None,Phosphorus,Rainy,2.16
1760,SK Local,5.8,120,53,129,14.6,21,2241,657,Alluvial,1.1 x 10^7,2.0 x 10^5,Moderate,1.7%,338,High,No,None,Potassium,Humid,1.81
1761,SK Local,5.8,112,53,151,12.1,25,1692,602,Laterite,1.7 x 10^7,0,High,1.9%,326,High,No,None,None,Humid,2.84
1762,Shreemangala,6.5,118,47,133,10.6,21,1663,814,Alluvial,1.1 x 10^7,1.9 x 10^5,High,2.0%,314,High,Yes,Spindle Bug,None,Dry,2.92
1763,SK Local,6.8,92,43,147,13.4,21,1460,675,Red loam,1.4 x 10^7,0.9 x 10^5,Moderate,1.8%,263,Moderate,No,None,Potassium,Rainy,1.47
1764,Shreemangala,5.7,121,46,157,11.1,28,1912,629,Alluvial,1.3 x 10^7,2.0 x 10^5,Moderate,2.0%,329,High,Yes,Koleroga (Mahali),Nitrogen,Dry,1.66
1765,SK Local,5.6,105,60,154,13.7,24,1544,542,Alluvial,1.6 x 10^7,0,High,1.9%,316,High,No,None,None,Humid,3.76
1766,Mangala,6.8,101,48,133,13.4,29,1652,533,Red loam,1.4 x 10^7,1.3 x 10^5,High,1.9%,257,High,Yes,Spindle Bug,None,Dry,2.0
1767,Sumangala,6.1,112,53,157,13.3,27,1709,742,Laterite,1.5 x 10^7,0,High,1.9%,306,High,No,None,None,Rainy,4.37
1768,Mangala,5.6,87,57,145,14.4,20,1419,617,Red loam,1.1 x 10^7,2.3 x 10^5,Low,1.8%,272,High,Yes,Koleroga (Mahali),Nitrogen,Dry,1.14
1769,Shreemangala,5.4,121,47,134,14.8,28,1889,848,Red loam,1.5 x 10^7,1.8 x 10^5,High,1.9%,304,High,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.35
1770,Shreemangala,6.4,110,59,154,14.9,28,1641,605,Red loam,1.5 x 10^7,0,High,1.8%,336,High,No,None,None,Rainy,5.53
1771,SK Local,6.2,100,56,152,13.6,28,1539,899,Alluvial,1.8 x 10^7,0,High,1.8%,331,High,No,None,None,Rainy,3.75
1772,Shreemangala,5.7,105,53,148,12.3,27,1801,550,Alluvial,1.8 x 10^7,0,High,2.0%,340,High,No,None,None,Rainy,4.16
1773,Mangala,5.8,116,58,151,12.8,26,1917,823,Red loam,1.6 x 10^7,0,High,2.0%,317,High,No,None,None,Rainy,4.07
1774,Sumangala,5.1,128,41,141,13.0,21,2125,742,Alluvial,1.0 x 10^7,1.3 x 10^5,Moderate,1.4%,315,High,Yes,Spindle Bug,Nitrogen,Humid,1.88
1775,SK Local,5.8,107,53,150,14.3,26,1919,521,Red loam,1.5 x 10^7,0,High,1.9%,325,High,No,None,None,Rainy,3.18
1776,Mangala,6.3,127,57,143,13.3,28,2216,607,Alluvial,1.1 x 10^7,1.1 x 10^5,Moderate,1.2%,316,High,Yes,Spindle Bug,Nitrogen,Humid,2.26
1777,Sumangala,5.6,105,58,157,12.4,24,1533,840,Laterite,1.9 x 10^7,0,High,2.0%,311,High,No,None,None,Rainy,5.38
1778,Mangala,5.6,114,60,144,13.1,24,1841,802,Alluvial,1.9 x 10^7,0,High,1.9%,319,High,No,None,None,Dry,4.97
1779,Sumangala,5.9,106,57,142,12.6,25,1840,865,Alluvial,1.7 x 10^7,0,High,1.8%,330,High,No,None,None,Humid,4.93
1780,SK Local,6.3,100,50,153,12.0,25,1726,525,Red loam,1.9 x 10^7,0,High,1.9%,325,High,No,None,None,Dry,3.48
1781,SK Local,5.7,105,60,158,13.9,27,1904,963,Alluvial,1.9 x 10^7,0,High,2.0%,331,High,No,None,None,Rainy,3.38
1782,SK Local,6.4,106,56,146,13.6,28,1551,867,Red loam,1.8 x 10^7,0,High,2.0%,336,High,No,None,None,Dry,3.27
1783,SK Local,6.3,111,52,145,12.9,25,1997,726,Alluvial,1.8 x 10^7,0,High,1.9%,343,High,No,None,None,Humid,3.23
1784,Sumangala,5.9,115,59,150,12.4,27,2251,718,Laterite,1.0 x 10^7,1.5 x 10^5,Moderate,1.2%,311,High,No,None,Nitrogen,Rainy,2.98
1785,Sumangala,6.9,130,45,123,14.6,26,1775,590,Laterite,1.3 x 10^7,2.7 x 10^5,Moderate,1.4%,266,Moderate,No,None,Phosphorus,Humid,1.97
1786,Shreemangala,5.8,113,55,147,14.4,24,1822,761,Laterite,1.6 x 10^7,0,High,1.9%,313,High,No,None,None,Humid,5.81
1787,SK Local,6.1,108,59,148,13.3,28,1527,732,Alluvial,1.7 x 10^7,0,High,1.9%,304,High,No,None,None,Rainy,3.5
1788,Mangala,6.3,103,51,152,13.5,27,1600,690,Alluvial,1.6 x 10^7,0,High,1.8%,304,High,No,None,None,Humid,4.79
1789,Shreemangala,5.7,111,60,147,12.2,27,1553,749,Laterite,1.9 x 10^7,0,High,1.9%,312,High,No,None,None,Dry,4.85
1790,Sumangala,5.9,115,54,159,12.6,27,1544,967,Alluvial,1.8 x 10^7,0,High,1.8%,324,High,No,None,None,Dry,5.32
1791,Mangala,5.9,112,60,158,12.7,28,1583,730,Laterite,1.5 x 10^7,0,High,1.9%,325,High,No,None,None,Humid,4.25
1792,Sumangala,5.5,107,58,160,13.5,24,1733,576,Red loam,1.8 x 10^7,0,High,1.9%,317,High,No,None,None,Dry,4.9
1793,Shreemangala,5.9,119,57,152,12.7,27,1976,539,Red loam,1.7 x 10^7,0,High,1.8%,346,High,No,None,None,Humid,4.64
1794,Shreemangala,6.0,113,56,149,14.1,24,1768,694,Red loam,1.8 x 10^7,0,High,2.0%,340,High,No,None,None,Humid,5.1
1795,Shreemangala,6.0,114,60,146,15.0,26,1521,892,Red loam,1.8 x 10^7,0,High,2.0%,331,High,No,None,None,Dry,5.84
1796,Shreemangala,6.4,122,56,139,10.5,29,2432,806,Red loam,1.4 x 10^7,1.0 x 10^5,Low,1.4%,256,Moderate,No,None,Phosphorus,Dry,2.96
1797,Mangala,5.3,94,48,150,10.5,20,2378,966,Laterite,1.2 x 10^7,1.8 x 10^5,Moderate,1.5%,254,Moderate,Yes,Spindle Bug,Phosphorus,Humid,1.31
1798,SK Local,5.3,101,43,124,12.2,29,1734,724,Laterite,1.3 x 10^7,1.5 x 10^5,Low,1.9%,319,Low,Yes,Koleroga (Mahali),None,Dry,0.92
1799,Sumangala,6.0,114,56,159,12.2,26,1593,678,Laterite,1.9 x 10^7,0,High,1.8%,308,High,No,None,None,Humid,5.29
1800,Sumangala,5.3,127,47,121,10.3,28,1438,687,Laterite,1.4 x 10^7,1.5 x 10^5,Moderate,1.5%,255,Low,No,None,None,Rainy,1.93
1801,Mangala,5.9,107,54,143,13.1,27,1778,807,Laterite,1.7 x 10^7,0,High,1.9%,343,High,No,None,None,Humid,3.85
1802,Mangala,5.3,117,50,135,11.9,22,1554,728,Red loam,1.4 x 10^7,2.1 x 10^5,Low,1.7%,265,Moderate,Yes,Spindle Bug,Nitrogen,Humid,1.32
1803,Shreemangala,5.7,114,52,141,14.9,25,1813,815,Alluvial,1.7 x 10^7,0,High,1.9%,342,High,No,None,None,Rainy,4.38
1804,Sumangala,6.3,112,53,133,12.3,24,1971,715,Laterite,1.1 x 10^7,0.6 x 10^5,Low,1.9%,335,High,No,None,Potassium,Rainy,2.75
1805,Shreemangala,6.3,108,50,146,13.1,25,1828,535,Laterite,1.9 x 10^7,0,High,1.8%,310,High,No,None,None,Rainy,5.0
1806,Sumangala,6.1,115,54,143,12.3,27,1836,938,Alluvial,1.8 x 10^7,0,High,1.9%,301,High,No,None,None,Humid,4.41
1807,SK Local,6.5,118,54,146,12.4,27,1823,737,Red loam,1.5 x 10^7,0,High,1.8%,335,High,No,None,None,Dry,2.81
1808,Shreemangala,6.2,113,44,157,10.1,21,1676,629,Red loam,1.1 x 10^7,0.8 x 10^5,Low,1.5%,252,Low,No,None,Nitrogen,Dry,3.25
1809,Sumangala,5.1,130,47,138,12.1,25,1493,852,Red loam,1.2 x 10^7,2.7 x 10^5,High,1.6%,320,Low,No,None,Phosphorus,Dry,2.19
1810,Sumangala,5.7,106,44,150,14.2,29,1652,627,Red loam,1.2 x 10^7,1.3 x 10^5,Low,1.3%,306,Moderate,No,None,None,Dry,2.79
1811,Sumangala,6.2,109,57,154,14.8,27,1686,700,Alluvial,1.6 x 10^7,0,High,1.9%,306,High,No,None,None,Dry,4.69
1812,Shreemangala,6.1,117,48,122,13.8,27,2175,956,Alluvial,1.4 x 10^7,1.9 x 10^5,Moderate,1.7%,331,High,Yes,Spindle Bug,Nitrogen,Rainy,2.1
1813,Mangala,6.2,118,52,157,13.3,26,1740,789,Red loam,1.5 x 10^7,0,High,1.8%,345,High,No,None,None,Humid,3.67
1814,Mangala,6.2,102,57,156,13.4,27,1660,770,Alluvial,1.7 x 10^7,0,High,1.9%,337,High,No,None,None,Rainy,4.18
1815,Mangala,6.9,97,59,132,10.1,29,1636,705,Alluvial,1.0 x 10^7,2.3 x 10^5,Low,1.5%,291,High,No,None,Nitrogen,Rainy,1.76
1816,Shreemangala,5.2,106,41,133,14.5,29,1509,821,Laterite,1.1 x 10^7,0.6 x 10^5,High,1.5%,348,Moderate,No,None,None,Humid,2.85
1817,SK Local,5.9,103,58,158,12.4,26,1803,567,Alluvial,2.0 x 10^7,0,High,1.8%,319,High,No,None,None,Dry,3.28
1818,SK Local,6.4,106,55,146,12.6,24,1589,716,Alluvial,1.9 x 10^7,0,High,1.9%,308,High,No,None,None,Dry,2.87
